title,genres,platforms,playtime,rating,released,summary,tags
Lone Survivor: The Director's Cut,"Action, Adventure, RPG, Simulation, Indie","Wii U, PlayStation 4, PlayStation 3, PS Vita, PC, macOS",1,62,2012-04-23,"lone survivor the directors cut. Genres: Action, Adventure, RPG, Simulation, Indie. Available on: Wii U, PlayStation 4, PlayStation 3, PS Vita, PC, macOS. Released: 2012-04-23","Singleplayer, Steam Cloud, Atmospheric, Great Soundtrack, RPG, 2D, Horror, Exploration"
The Silent Age,"Adventure, Indie, Puzzle","Android, macOS, PC, iOS, PS Vita",3,70,2012-12-06,"the silent age. Genres: Adventure, Indie, Puzzle. Available on: Android, macOS, PC, iOS, PS Vita. Released: 2012-12-06","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, Story Rich, 2D, Third Person, Sci-fi"
Outward Definitive Edition,"Action, Adventure","PC, Xbox Series S/X, Nintendo Switch, PlayStation 5, Xbox One, PlayStation 4",4,66,2019-03-25,"outward. Genres: Action, Adventure. Available on: PC, Xbox Series S/X, Nintendo Switch, PlayStation 5, Xbox One, PlayStation 4. Released: 2019-03-25","Singleplayer, RPG, cooperative, Online Co-Op, Violent, Split Screen, role-playing"
Dead Island: Riptide Definitive Edition,"Action, RPG","Xbox One, PC, Linux, PlayStation 4",5,69,2016-05-31,"dead island riptide definitive edition. Genres: Action, RPG. Available on: Xbox One, PC, Linux, PlayStation 4. Released: 2016-05-31","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, Open World"
Rec Room,"Action, Adventure, Simulation, Sports, Arcade, Casual, Massively Multiplayer","Wii, PC, iOS, Xbox One, PlayStation 4",2,60,2016-06-01,"rec room. Genres: Action, Adventure, Simulation, Sports, Arcade, Casual, Massively Multiplayer. Available on: Wii, PC, iOS, Xbox One, PlayStation 4. Released: 2016-06-01","Multiplayer, Co-op, cooperative, First-Person, Online Co-Op, Funny, Free to Play, Online multiplayer"
X-COM: Enforcer,"Action, Shooter, Strategy, Arcade",PC,1,46,2001-04-17,"x com enforcer. Genres: Action, Shooter, Strategy, Arcade. Available on: PC. Released: 2001-04-17","Singleplayer, Multiplayer, Sci-fi, Third-Person Shooter, Aliens"
Yu-Gi-Oh! Duel Links,"RPG, Strategy, Card","iOS, PC, Android",2,63,2017-01-11,"yu gi oh duel links. Genres: RPG, Strategy, Card. Available on: iOS, PC, Android. Released: 2017-01-11","Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, Free to Play, Online multiplayer, Anime, Cross-Platform Multiplayer"
Life is Strange: True Colors,"Action, Adventure","Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4, PC, Nintendo Switch",11,76,2021-09-10,"life is strange true colors. Genres: Action, Adventure. Available on: Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4, PC, Nintendo Switch. Released: 2021-09-10","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Story Rich, Third Person, Female Protagonist"
Ticket to Ride,"Strategy, Simulation, Board Games, Casual, Indie","PC, Xbox One, Xbox 360, PlayStation 4, Android, macOS, iOS",3,71,2009-12-18,"ticket to ride. Genres: Strategy, Simulation, Board Games, Casual, Indie. Available on: PC, Xbox One, Xbox 360, PlayStation 4, Android, macOS, iOS. Released: 2009-12-18","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, 2D, Online multiplayer, Split Screen, Tactical"
The Dark Eye: Chains of Satinav,"Adventure, Indie","Xbox One, PlayStation 5, Xbox Series S/X, Nintendo Switch, PC, PlayStation 4, macOS",4,71,2012-06-22,"the dark eye chains of satinav. Genres: Adventure, Indie. Available on: Xbox One, PlayStation 5, Xbox Series S/X, Nintendo Switch, PC, PlayStation 4, macOS. Released: 2012-06-22","Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Fantasy, Point & Click"
LEGO Marvel's Avengers,"Action, Adventure","Nintendo 3DS, Xbox One, PlayStation 3, PlayStation 4, PS Vita, Xbox 360, PC, macOS, Wii U, iOS",6,73,2016-01-26,"lego marvels avengers. Genres: Action, Adventure. Available on: Nintendo 3DS, Xbox One, PlayStation 3, PlayStation 4, PS Vita, Xbox 360, PC, macOS, Wii U, iOS. Released: 2016-01-26","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Co-op, Open World, cooperative, Third Person"
Narita Boy,"Action, Adventure, Fighting, Indie","macOS, PC, Nintendo Switch, Xbox One, Linux, PlayStation 4",1,66,2021-03-30,"narita boy. Genres: Action, Adventure, Fighting, Indie. Available on: macOS, PC, Nintendo Switch, Xbox One, Linux, PlayStation 4. Released: 2021-03-30","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Story Rich, 2D, Exploration"
The Incredible Adventures of Van Helsing: Final Cut,"Action, Adventure, RPG, Indie",PC,4,71,2015-11-05,"the incredible adventures of van helsing final cut. Genres: Action, Adventure, RPG, Indie. Available on: PC. Released: 2015-11-05","Singleplayer, Multiplayer, Full controller support, RPG, Co-op, cooperative, Action RPG, Hack and Slash"
Hard Reset Redux,"Action, Adventure","Xbox One, PlayStation 4, PC",4,64,2016-06-02,"hard reset redux. Genres: Action, Adventure. Available on: Xbox One, PlayStation 4, PC. Released: 2016-06-02","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Horror, FPS, Nudity, Cyberpunk"
Nephise Begins,"Adventure, Casual, Indie",PC,1,44,2017-04-24,"nephise begins. Genres: Adventure, Casual, Indie. Available on: PC. Released: 2017-04-24","Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, Great Soundtrack, First-Person, Partial Controller Support, Horror"
Rock of Ages,"Action, Strategy, Racing, Platformer","PC, PlayStation 3, Xbox 360",2,70,2011-08-31,"rock of ages. Genres: Action, Strategy, Racing, Platformer. Available on: PC, PlayStation 3, Xbox 360. Released: 2011-08-31","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Partial Controller Support, Funny, Steam Leaderboards"
Overcast - Walden and the Werewolf,"Action, Adventure, Indie",PC,4,34,2014-04-18,"overcast walden and the werewolf. Genres: Action, Adventure, Indie. Available on: PC. Released: 2014-04-18","Singleplayer, steam-trading-cards, Great Soundtrack, First-Person, Horror, FPS, Werewolves"
12 is Better Than 6,"Action, Indie","Nintendo Switch, macOS, PC, Linux",5,67,2015-11-20,"12 is better than 6. Genres: Action, Indie. Available on: Nintendo Switch, macOS, PC, Linux. Released: 2015-11-20","Singleplayer, Steam Achievements, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D"
3DMark,,PC,3,67,,3dmark. Available on: PC,"Steam Achievements, Steam Leaderboards, Benchmark, Utilities, Software"
We Were Here Together,"Adventure, Casual, Indie, Puzzle","PC, macOS, Xbox One, Linux, PlayStation 4",6,80,2019-10-10,"we were here together. Genres: Adventure, Casual, Indie, Puzzle. Available on: PC, macOS, Xbox One, Linux, PlayStation 4. Released: 2019-10-10","Steam Achievements, Multiplayer, Steam Cloud, cooperative, Partial Controller Support, Horror, Online Co-Op, Online multiplayer"
Last Day of June,"Adventure, Indie","Nintendo Switch, PlayStation 4, PC",4,67,2017-08-30,"last day of june. Genres: Adventure, Indie. Available on: Nintendo Switch, PlayStation 4, PC. Released: 2017-08-30","Singleplayer, Steam Achievements, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich"
Arx Fatalis,"Action, Adventure, RPG","Xbox, PC, Linux, macOS",1,78,2002-06-28,"arx fatalis. Genres: Action, Adventure, RPG. Available on: Xbox, PC, Linux, macOS. Released: 2002-06-28","Singleplayer, Atmospheric, RPG, Story Rich, First-Person, Horror, Fantasy, Exploration"
Borderlands: The Handsome Collection,"Action, Adventure","PlayStation 4, PC, Nintendo Switch, Xbox One",,79,2015-03-24,"borderlands the handsome collection. Genres: Action, Adventure. Available on: PlayStation 4, PC, Nintendo Switch, Xbox One. Released: 2015-03-24","First-Person, role-playing, online, console, 4 giocatori divano, collection, interactive, bundle"
Need for Speed: Shift,Racing,"Android, PSP, PC, PlayStation 3, Xbox 360",2,71,2009-09-15,"need for speed shift 2. Genres: Racing. Available on: Android, PSP, PC, PlayStation 3, Xbox 360. Released: 2009-09-15","Singleplayer, Multiplayer, Driving"
Dungeons 3,"RPG, Strategy, Simulation","Xbox One, PlayStation 4, macOS, PC, Linux, iOS",4,65,2017-10-12,"dungeons 3. Genres: RPG, Strategy, Simulation. Available on: Xbox One, PlayStation 4, macOS, PC, Linux, iOS. Released: 2017-10-12","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, RPG, Co-op"
Eets Munchies,"Strategy, Simulation, Casual, Family, Indie, Puzzle","PC, Linux, macOS, iOS",2,45,2014-03-06,"eets munchies. Genres: Strategy, Simulation, Casual, Family, Indie, Puzzle. Available on: PC, Linux, macOS, iOS. Released: 2014-03-06","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, 2D, Steam Workshop, Includes level editor, Family Friendly"
Tony Hawk's Pro Skater 1 + 2,"Sports, Arcade","PC, Xbox One, Nintendo Switch, PlayStation 4, Xbox Series S/X, PlayStation 5",2,85,2020-09-04,"tony hawks pro skater 12. Genres: Sports, Arcade. Available on: PC, Xbox One, Nintendo Switch, PlayStation 4, Xbox Series S/X, PlayStation 5. Released: 2020-09-04","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Co-op, cooperative, Third Person, Partial Controller Support"
Indivisible,"Action, RPG, Indie","PlayStation 4, Nintendo Switch, Linux, macOS, PC, Xbox One",3,66,2019-10-07,"indivisible. Genres: Action, RPG, Indie. Available on: PlayStation 4, Nintendo Switch, Linux, macOS, PC, Xbox One. Released: 2019-10-07","Singleplayer, Full controller support, RPG, Female Protagonist, role-playing, india"
Viscera Cleanup Detail: Santa's Rampage,"Simulation, Indie",PC,2,68,2013-12-13,"viscera cleanup detail santas rampage. Genres: Simulation, Indie. Available on: PC. Released: 2013-12-13","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Co-op, cooperative, First-Person"
Singularity,Shooter,"PC, PlayStation 3, Xbox 360",5,80,2010-06-25,"singularity. Genres: Shooter. Available on: PC, PlayStation 3, Xbox 360. Released: 2010-06-25","Singleplayer, Multiplayer, Atmospheric, Story Rich, First-Person, Sci-fi, Horror, FPS"
Momodora: Reverie Under the Moonlight,"Action, Adventure, Indie, Platformer","Xbox One, PlayStation 4, Nintendo Switch, PC",3,77,2016-03-03,"momodora reverie under the moonlight. Genres: Action, Adventure, Indie, Platformer. Available on: Xbox One, PlayStation 4, Nintendo Switch, PC. Released: 2016-03-03","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, 2D"
Red Faction II,"Action, Shooter, Strategy","PlayStation 2, Xbox One, Xbox 360, PC, PlayStation 3, PlayStation 4, Xbox, GameCube",1,68,2002-10-14,"red faction ii. Genres: Action, Shooter, Strategy. Available on: PlayStation 2, Xbox One, Xbox 360, PC, PlayStation 3, PlayStation 4, Xbox, GameCube. Released: 2002-10-14","Singleplayer, Multiplayer, Steam Cloud, First-Person, Sci-fi, FPS, Classic, Destruction"
Toki Tori,"Casual, Indie","Nintendo 3DS, Wii U, Wii, macOS, Nintendo Switch, PC, Linux",1,56,2008-06-02,"toki tori. Genres: Casual, Indie. Available on: Nintendo 3DS, Wii U, Wii, macOS, Nintendo Switch, PC, Linux. Released: 2008-06-02","Singleplayer, Steam Achievements, Steam Cloud, 2D, Partial Controller Support, Horror, Difficult, Includes level editor"
Returnal,"Action, Shooter","PC, PlayStation 5",9,83,2021-04-30,"returnal. Genres: Action, Shooter. Available on: PC, PlayStation 5. Released: 2021-04-30","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Co-op, cooperative, Sci-fi"
X-COM: Interceptor,"Action, Strategy",PC,1,44,1998-06-14,"x com interceptor. Genres: Action, Strategy. Available on: PC. Released: 1998-06-14","Singleplayer, Multiplayer, Sci-fi, Space, Flight, Space Sim"
Happy Wars,Action,"Xbox One, PC, Xbox 360",1,52,2012-10-12,"happy wars. Genres: Action. Available on: Xbox One, PC, Xbox 360. Released: 2012-10-12","Multiplayer, Funny, online, Epic, MOBA, destroy, unique, castle"
The Last of Us Part I,"Action, Shooter, Adventure","PC, PlayStation 5",13,93,2022-09-02,"the last of us part i. Genres: Action, Shooter, Adventure. Available on: PC, PlayStation 5. Released: 2022-09-02","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich"
LUFTRAUSERS,"Action, Simulation, Arcade, Indie","PS Vita, PlayStation 3, iOS, PC, Linux, Android, macOS",3,71,2014-03-17,"luftrausers. Genres: Action, Simulation, Arcade, Indie. Available on: PS Vita, PlayStation 3, iOS, PC, Linux, Android, macOS. Released: 2014-03-17","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, 2D, Difficult"
Anachronox,"Action, RPG",PC,1,66,2001-06-26,"anachronox. Genres: Action, RPG. Available on: PC. Released: 2001-06-26","Singleplayer, role-playing"
Dead Space,"Action, Adventure","PC, Xbox Series S/X, PlayStation 5",4,87,2023-01-27,"dead space 5. Genres: Action, Adventure. Available on: PC, Xbox Series S/X, PlayStation 5. Released: 2023-01-27","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Third Person, Sci-fi, Horror"
Uncharted: Golden Abyss,"Action, Adventure",PS Vita,16,76,2011-12-17,"uncharted golden abyss. Genres: Action, Adventure. Available on: PS Vita. Released: 2011-12-17","exclusive, true exclusive"
Museum of Other Realities,"Simulation, Casual",PC,1,42,,"museum of other realities. Genres: Simulation, Casual. Available on: PC","Singleplayer, Online multiplayer, Early Access, Cross-Platform Multiplayer, VR"
Halo 3: ODST,"Action, Shooter","PC, Xbox 360, Xbox One",19,80,2009-09-22,"halo 3 odst. Genres: Action, Shooter. Available on: PC, Xbox 360, Xbox One. Released: 2009-09-22","Singleplayer, Story Rich, First-Person, Sci-fi, FPS, War, exclusive, Futuristic"
Monster Train,"Strategy, Card","PC, iOS, Xbox One, Nintendo Switch",7,81,2020-05-20,"monster train. Genres: Strategy, Card. Available on: PC, iOS, Xbox One, Nintendo Switch. Released: 2020-05-20","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, PvP, Roguelike, Online PvP, Turn-Based Combat"
Ultima Worlds of Adventure 2: Martian Dreams,"Adventure, RPG","macOS, PC",1,41,1991-12-30,"ultima worlds of adventure 2 martian dreams. Genres: Adventure, RPG. Available on: macOS, PC. Released: 1991-12-30","Singleplayer, Sci-fi, role-playing, Turn-Based, Top-Down, time-traveling"
Pixel Puzzles Traditional Jigsaws,"Strategy, Simulation, Sports, Casual, Indie",PC,1,40,,"pixel puzzles traditional jigsaws. Genres: Strategy, Simulation, Sports, Casual, Indie. Available on: PC","Singleplayer, Steam Achievements, Steam Cloud, Partial Controller Support, stats"
Lead and Gold: Gangs of the Wild West,Action,PC,1,50,2010-04-08,lead and gold gangs of the wild west. Genres: Action. Available on: PC. Released: 2010-04-08,"Steam Achievements, Multiplayer, Steam Cloud, Third Person, Partial Controller Support, Steam Leaderboards, Third-Person Shooter, stats"
DC Universe Online,"Action, Adventure, RPG, Massively Multiplayer","Xbox One, PlayStation 3, PlayStation 4, Nintendo Switch, PC",5,59,2011-01-11,"dc universe online. Genres: Action, Adventure, RPG, Massively Multiplayer. Available on: Xbox One, PlayStation 3, PlayStation 4, Nintendo Switch, PC. Released: 2011-01-11","Steam Achievements, Multiplayer, Full controller support, RPG, Co-op, Open World, cooperative, Third Person"
BATTLETECH,"Action, Adventure, Strategy","PC, Linux, macOS",4,71,2018-04-23,"battletech. Genres: Action, Adventure, Strategy. Available on: PC, Linux, macOS. Released: 2018-04-23","Singleplayer, Multiplayer, Online multiplayer, Tactical, Turn-Based, Turn-Based Tactics, Mechs"
Lure of the Temptress,Adventure,"Commodore / Amiga, Atari ST, Classic Macintosh, PC, Linux, macOS",1,41,1992-04-11,"lure of the temptress. Genres: Adventure. Available on: Commodore / Amiga, Atari ST, Classic Macintosh, PC, Linux, macOS. Released: 1992-04-11",Singleplayer
Worms Rumble,"Action, Shooter, Strategy, Casual, Indie, Platformer","PlayStation 5, PC, PlayStation 4, Xbox One",1,51,2020-12-01,"worms rumble. Genres: Action, Shooter, Strategy, Casual, Indie, Platformer. Available on: PlayStation 5, PC, PlayStation 4, Xbox One. Released: 2020-12-01","Steam Achievements, Multiplayer, Full controller support, Funny, Comedy, Third-Person Shooter, PvP, Cross-Platform Multiplayer"
Going Under,"Action, Indie","Nintendo Switch, Xbox One, PlayStation 4, PC",3,74,2020-09-24,"going under. Genres: Action, Indie. Available on: Nintendo Switch, Xbox One, PlayStation 4, PC. Released: 2020-09-24",Singleplayer
Particula,"Strategy, Casual, Indie","macOS, PC",4,34,2015-02-02,"particula. Genres: Strategy, Casual, Indie. Available on: macOS, PC. Released: 2015-02-02","Singleplayer, steam-trading-cards, Co-op, cooperative, Tower Defense"
Hello Neighbor,"Action, Adventure, Strategy, Indie, Puzzle","Android, PlayStation 4, PC, Xbox One, iOS, Nintendo Switch",4,57,2017-08-28,"hello neighbor. Genres: Action, Adventure, Strategy, Indie, Puzzle. Available on: Android, PlayStation 4, PC, Xbox One, iOS, Nintendo Switch. Released: 2017-08-28","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, Co-op, cooperative, First-Person"
Phantom Doctrine,"Action, RPG, Strategy","Xbox One, Nintendo Switch, PlayStation 4, PC",4,65,2018-08-13,"phantom doctrine. Genres: Action, RPG, Strategy. Available on: Xbox One, Nintendo Switch, PlayStation 4, PC. Released: 2018-08-13","Singleplayer, Steam Achievements, Full controller support, RPG, Violent, Online multiplayer, role-playing"
